##['TANGGAL', 'JAM', 'SEQUENCE', 'EMITEN', 'OPEN_PRICE', 'HIGH_PRICE', 'LOW_PRICE', 'CLOSE_PRICE', 'VOLUME', 'VALUE', 'FREQUENCY']
['20200226', '030042', '00000989', 'INCF', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000990', 'INCI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000991', 'INCO', '00000003950.00', '00000003950.00', '00000003950.00', '00000003950.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000992', 'INDF', '00000008025.00', '00000008025.00', '00000008025.00', '00000008025.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000993', 'INDR', '00000001175.00', '00000001175.00', '00000001175.00', '00000001175.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000994', 'INDS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000995', 'INDX', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000996', 'INDY', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000997', 'INKP', '00000010000.00', '00000010000.00', '00000010000.00', '00000010000.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000998', 'INPC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00000999', 'INPC-W', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001000', 'INPP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001001', 'INRU', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001002', 'INTA', '00000000312.00', '00000000312.00', '00000000312.00', '00000000312.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001003', 'INTA-W', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001004', 'INTD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001005', 'INTP', '00000022000.00', '00000022000.00', '00000022000.00', '00000022000.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001006', 'INVS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001007', 'IPOL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001008', 'ISAT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001009', 'ISSP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001010', 'ITMA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001011', 'ITMG', '00000016700.00', '00000016700.00', '00000016700.00', '00000016700.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001012', 'ITTG', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001013', 'JAWA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001014', 'JECC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001015', 'JGLE', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001016', 'JIHD', '00000000570.00', '00000000570.00', '00000000570.00', '00000000570.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001017', 'JKON', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001018', 'JKSW', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001019', 'JPFA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001020', 'JPRS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001021', 'JRPT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001022', 'JSMR', '00000006000.00', '00000006000.00', '00000006000.00', '00000006000.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001023', 'JSPT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001024', 'JTPE', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001025', 'KAEF', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001026', 'KARW', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001027', 'KBLI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001028', 'KBLM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001029', 'KBLV', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001030', 'KBRI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001031', 'KDSI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001032', 'KIAS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001033', 'KICI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001034', 'KIJA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001035', 'KINO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001036', 'KKGI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001037', 'KLBF', '00000001355.00', '00000001355.00', '00000001355.00', '00000001355.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001038', 'KMTR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001039', 'KOBX', '00000000094.00', '00000000094.00', '00000000094.00', '00000000094.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001040', 'KOIN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001041', 'KONI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001042', 'KOPI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001043', 'KPIG', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001044', 'KRAH', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001045', 'KRAS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001046', 'KREN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001047', 'LAMI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001048', 'LAPD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001049', 'LCGP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001050', 'LEAD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001051', 'LINK', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001052', 'LION', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001053', 'LMAS', '00000000063.00', '00000000063.00', '00000000063.00', '00000000063.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001054', 'LMPI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001055', 'LMSH', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001056', 'LPCK', '00000004050.00', '00000004050.00', '00000004050.00', '00000004050.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001057', 'LPGI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001058', 'LPIN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001059', 'LPKR', '00000000476.00', '00000000476.00', '00000000476.00', '00000000476.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001060', 'LPLI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001061', 'LPPF', '00000012300.00', '00000012300.00', '00000012300.00', '00000012300.00', '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001062', 'LPPS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001063', 'LRNA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001064', 'LSIP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001065', 'LTLS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001066', 'MABA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001067', 'MAGP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001068', 'MAIN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001069', 'MAMI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001070', 'MAMIP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001071', 'MAPB', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001072', 'MAPI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001073', 'MARI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001074', 'MASA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001075', 'MAYA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001076', 'MBAP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001077', 'MBSS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001078', 'MBTO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001079', 'MCOR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001080', 'MDIA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001081', 'MDKA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001082', 'MDLN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001083', 'MDRN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001084', 'MEDC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001085', 'MEGA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001086', 'MERK', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001087', 'META', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001088', 'MFIN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001089', 'MFMI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001090', 'MGNA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001091', 'MICE', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '030042', '00001092', 'MIDI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
